data,godzina,temp,wilgotnosc_wzgledna,PM1,PM2.5,PM10,szerokosc,latitude,dlugosc,longitude,szerokosc_stopnie,dlugosc_stopnie
170919,130737,13.45,81.03,0.25,0.5,0.75,5627.5914,N,5.1772,W,56.45985667,-0.086286667
170919,130816,13.45,80.65,0.5,0.25,1,5627.6197,N,5.0982,W,56.46032833,-0.08497
170919,130855,13.48,81.63,0.25,0.25,0.5,5627.6506,N,5.0166,W,56.46084333,-0.08361
170919,130934,13.27,81.18,0,0,0.25,5627.6813,N,4.9346,W,56.461355,-0.082243333
170919,131013,13.2,81.55,0,0,0,5627.711,N,4.8556,W,56.46185,-0.080926667
170919,131051,13.1,81.6,0.75,0.25,0.5,5627.7391,N,4.7771,W,56.46231833,-0.079618333
170919,131130,13.15,81.4,0.25,0,0.5,5627.7624,N,4.7099,W,56.46270667,-0.078498333
170919,131209,13.15,80.8,0.25,0,0,5627.7898,N,4.6421,W,56.46316333,-0.077368333
170919,131248,13.2,81.18,0,0,0.25,5627.8176,N,4.5699,W,56.46362667,-0.076165
170919,131327,13.18,82.15,0.5,0.5,0.75,5627.8431,N,4.5007,W,56.46405167,-0.075011667
170919,131406,13.18,81.45,0.25,0,0,5627.8722,N,4.4269,W,56.46453667,-0.073781667
170919,131445,13.23,82.22,0,0,1.5,5627.9,N,4.3562,W,56.465,-0.072603333
170919,131523,13.2,81.95,0.75,0.75,2.75,5627.9279,N,4.2857,W,56.465465,-0.071428333
170919,131601,13.27,82.28,0.75,0.5,0.75,5627.9549,N,4.2155,W,56.465915,-0.070258333
170919,131640,13.3,82,0.25,0,0,5627.9797,N,4.1444,W,56.46632833,-0.069073333
170919,131719,13.23,82.1,0.25,0,0.25,5628.003,N,4.078,W,56.46671667,-0.067966667
170919,131758,13.25,81.6,0.5,0,0.25,5628.0295,N,4.007,W,56.46715833,-0.066783333
170919,131837,13.2,81.95,0.5,0,0,5628.0522,N,3.94,W,56.46753667,-0.065666667
170919,131916,13.28,82.18,0.75,0,1.5,5628.0758,N,3.8742,W,56.46793,-0.06457
170919,131955,13.25,82.68,0.5,0,0.5,5628.0991,N,3.8097,W,56.46831833,-0.063495
170919,132033,13.2,82.72,0.75,0.25,1.25,5628.1267,N,3.7415,W,56.46877833,-0.062358333
170919,132111,13.18,82.22,1,0.5,1.75,5628.1573,N,3.6655,W,56.46928833,-0.061091667
170919,132150,13.15,81.98,0.25,0,0,5628.19,N,3.5813,W,56.46983333,-0.059688333
170919,132229,13.05,82.57,0,0,1.5,5628.2195,N,3.5024,W,56.470325,-0.058373333
170919,132308,13.13,82.55,0.25,0.5,0.5,5628.2513,N,3.4192,W,56.470855,-0.056986667
170919,132347,13.15,81.52,0.25,0,2.5,5628.2824,N,3.3384,W,56.47137333,-0.05564
170919,132425,13.1,82.35,0.25,0,0.5,5628.3123,N,3.264,W,56.47187167,-0.0544
170919,132503,13.02,83.32,0.25,0,0,5628.3393,N,3.1892,W,56.47232167,-0.053153333
170919,132542,13,83.1,0.75,0.25,1.25,5628.3677,N,3.1099,W,56.472795,-0.051831667
170919,132621,12.95,83.75,0,0,1,5628.397,N,3.0328,W,56.47328333,-0.050546667
170919,132700,12.9,83.8,0.5,0,0,5628.4274,N,2.9523,W,56.47379,-0.049205
170919,132739,12.93,84.03,1,0.5,1.5,5628.4548,N,2.8767,W,56.47424667,-0.047945
170919,132818,13.02,84.18,0.5,0.5,1.25,5628.486,N,2.7949,W,56.47476667,-0.046581667
170919,132857,13.08,84.05,0,0,0.5,5628.5145,N,2.7169,W,56.47524167,-0.045281667
170919,132936,12.98,83.6,0.5,0.75,1.25,5628.5463,N,2.637,W,56.47577167,-0.04395
170919,133015,13,83.75,1,0.5,1.25,5628.5787,N,2.5543,W,56.47631167,-0.042571667
170919,133054,13,83.85,0.75,0,0.5,5628.6091,N,2.47,W,56.47681833,-0.041166667
170919,133133,13.02,83.5,0.25,0,0.25,5628.637,N,2.3908,W,56.47728333,-0.039846667
170919,133212,13.1,83.07,0.25,0.25,0.25,5628.6632,N,2.3214,W,56.47772,-0.03869
170919,133251,13.1,83.65,0.5,0.25,1.25,5628.6874,N,2.2552,W,56.47812333,-0.037586667
170919,133330,13.1,82.97,0.25,0.25,3.25,5628.713,N,2.1828,W,56.47855,-0.03638
170919,133409,13.05,82.9,0.25,0,1,5628.7392,N,2.1115,W,56.47898667,-0.035191667
170919,133448,13.05,83.4,0.75,0,1,5628.7673,N,2.0351,W,56.479455,-0.033918333
170919,133527,13.08,83.5,0.5,0.25,1.25,5628.795,N,1.9567,W,56.47991667,-0.032611667
170919,133606,13.1,83.75,0.75,0,0.25,5628.8209,N,1.8796,W,56.48034833,-0.031326667
170919,133645,13.15,81.83,0.5,0.25,2.25,5628.8512,N,1.8041,W,56.48085333,-0.030068333
170919,133723,13.02,82.05,0.25,0.25,0.75,5628.8863,N,1.7294,W,56.48143833,-0.028823333
170919,133803,12.98,82.63,0.5,0.25,0.25,5628.9182,N,1.6483,W,56.48197,-0.027471667
170919,133840,13.02,82.5,1.25,0.25,0.5,5628.9456,N,1.5722,W,56.48242667,-0.026203333
170919,133919,13.08,82.45,0.5,0.25,0.5,5628.9762,N,1.4888,W,56.48293667,-0.024813333
170919,133958,13.05,81.43,0.5,0,0,5629.0088,N,1.4063,W,56.48348,-0.023438333
170919,134036,13.1,82.1,0.5,0,0.5,5629.0366,N,1.3289,W,56.48394333,-0.022148333
170919,134115,13.13,82.6,0.5,0,0,5629.0619,N,1.2565,W,56.484365,-0.020941667
170919,134154,13.05,83.3,0.75,0.5,0.75,5629.0888,N,1.1836,W,56.48481333,-0.019726667
170919,134233,13.08,82.97,0.5,0.25,1.5,5629.1206,N,1.1098,W,56.48534333,-0.018496667
170919,134312,13.1,83,0.5,0.25,1.5,5629.1505,N,1.0369,W,56.48584167,-0.017281667
170919,134350,13.18,82.95,0.25,0,0.5,5629.1757,N,0.9584,W,56.48626167,-0.015973333
170919,134428,13.27,82.95,1.5,0.5,0.5,5629.2016,N,0.8878,W,56.48669333,-0.014796667
170919,134507,13.28,83.53,0.75,0.25,0.5,5629.2276,N,0.8219,W,56.48712667,-0.013698333
170919,134546,13.25,83.35,1,0.25,0.25,5629.2532,N,0.7475,W,56.48755333,-0.012458333
170919,134624,13.27,83.07,0.25,0,0,5629.2809,N,0.6742,W,56.488015,-0.011236667
170919,134658,13.32,82.93,0.75,0.25,0.25,5629.312,N,0.5934,W,56.48853333,-0.00989
170919,134658,13.23,82.95,0.5,0.25,1.5,5629.3667,N,0.4336,W,56.489445,-0.007226667
170919,134855,13.1,82.47,0,0,0,5629.4007,N,0.3603,W,56.49001167,-0.006005
170919,134935,13.2,82.25,0.75,0.25,0.5,5629.4436,N,0.2483,W,56.49072667,-0.004138333
170919,135034,13.32,82.35,0.75,0.25,0.25,5629.4778,N,0.1688,W,56.49129667,-0.002813333
170919,135034,13.3,82.45,0.25,0,0.5,5629.5418,N,0.0017,W,56.49236333,-2.83E-05
170919,135258,13.38,81.18,0.5,0,0.25,5629.5852,N,0.1034,E,56.49308667,0.001723333
170919,135337,13.35,82.08,0,0,1.25,5629.6172,N,0.1806,E,56.49362,0.00301
170919,135415,13.38,81.43,0.25,0,0,5629.6492,N,0.258,E,56.49415333,0.0043
170919,135454,13.25,80.9,1,0.5,0.5,5629.6816,N,0.3381,E,56.49469333,0.005635
170919,135533,13.27,81.43,0.5,0,1,5629.7163,N,0.4167,E,56.49527167,0.006945
170919,135612,13.33,81,0.5,0,0,5629.7499,N,0.4995,E,56.49583167,0.008325
170919,135651,13.4,81.38,0.5,0,0.5,5629.7784,N,0.577,E,56.49630667,0.009616667
170919,135730,13.43,81.65,0,0,2,5629.803,N,0.6461,E,56.49671667,0.010768333
170919,135809,13.4,81.7,0.5,0.25,1.75,5629.8258,N,0.7184,E,56.49709667,0.011973333
170919,135848,13.32,80.93,0.5,0,0.25,5629.8532,N,0.793,E,56.49755333,0.013216667
170919,135927,13.38,81.25,0.5,0.25,1.25,5629.8839,N,0.8681,E,56.498065,0.014468333
170919,140006,13.3,80.97,0,0,1.25,5629.9166,N,0.9494,E,56.49861,0.015823333
170919,140044,13.27,81,0.5,0,0,5629.9471,N,1.0282,E,56.49911833,0.017136667
170919,140122,13.33,82.2,0,0,0.75,5629.9777,N,1.1087,E,56.49962833,0.018478333
170919,140201,13.38,82.08,0.5,0,0.5,5630.0072,N,1.1863,E,56.50012,0.019771667
170919,140240,13.48,81.72,0,0.5,0.5,5630.0365,N,1.2586,E,56.50060833,0.020976667
170919,140319,13.43,82.5,0.25,0.25,0.25,5630.0663,N,1.3368,E,56.501105,0.02228
170919,140358,13.38,80.45,1,0.25,1,5630.0952,N,1.4124,E,56.50158667,0.02354
170919,140437,13.4,80.48,0.5,0,0.25,5630.1274,N,1.4874,E,56.50212333,0.02479
170919,140515,13.43,81.28,0,0,0,5630.1535,N,1.5556,E,56.50255833,0.025926667
170919,140553,13.45,81.47,0.25,0,0.25,5630.1767,N,1.6229,E,56.502945,0.027048333
170919,140632,13.43,81.03,1,0.25,1,5630.2044,N,1.701,E,56.50340667,0.02835
170919,140710,13.38,80.15,0,0,1.5,5630.2357,N,1.773,E,56.50392833,0.02955
170919,140748,13.32,80,0,0,0.25,5630.2677,N,1.8447,E,56.50446167,0.030745
170919,140827,13.3,81.1,0.25,0,0,5630.2969,N,1.9182,E,56.50494833,0.03197
170919,140906,13.25,80.75,0.25,0,0,5630.3304,N,1.9992,E,56.50550667,0.03332
170919,140945,13.28,80.78,0.25,0.25,0.25,5630.3615,N,2.0746,E,56.506025,0.034576667
170919,141024,13.25,80.15,0.5,0,0,5630.3919,N,2.1472,E,56.50653167,0.035786667
170919,141103,13.3,80.22,0.25,0,0,5630.4232,N,2.2208,E,56.50705333,0.037013333
170919,141141,13.4,80.53,0.5,0.25,0.75,5630.4545,N,2.2994,E,56.507575,0.038323333
170919,141220,13.45,81.55,0.5,0,0.5,5630.4859,N,2.3769,E,56.50809833,0.039615
170919,141259,13.45,81.73,0,0,3,5630.5199,N,2.4578,E,56.508665,0.040963333
170919,141337,13.32,81.35,0.25,0,0.25,5630.5492,N,2.5372,E,56.50915333,0.042286667
170919,141416,13.38,81,0,0,0.25,5630.5822,N,2.6164,E,56.50970333,0.043606667
170919,141454,13.43,81.45,1,0.25,0.75,5630.6143,N,2.6954,E,56.51023833,0.044923333
170919,141533,13.4,81.53,0.25,0.25,1,5630.6441,N,2.7708,E,56.510735,0.04618
170919,141612,13.4,80.7,0.25,0,0.75,5630.6712,N,2.8458,E,56.51118667,0.04743
170919,141651,13.4,80.85,0,0,0,5630.6954,N,2.9063,E,56.51159,0.048438333
170919,141730,13.43,80.58,0.25,0,0,5630.7183,N,2.9664,E,56.51197167,0.04944
170919,141808,13.4,80.68,0.5,0,0.5,5630.7415,N,3.0324,E,56.51235833,0.05054
170919,141846,13.4,80.53,0.25,0,0,5630.7653,N,3.0989,E,56.512755,0.051648333
170919,141925,13.4,80.03,0.25,0.25,0.25,5630.7949,N,3.1722,E,56.51324833,0.05287
170919,142003,13.3,80.5,0.5,0,0.25,5630.8251,N,3.2474,E,56.51375167,0.054123333
170919,142041,13.27,80.45,0.25,0,0,5630.8558,N,3.3238,E,56.51426333,0.055396667
170919,142119,13.28,81.22,0.25,0,1.75,5630.8861,N,3.3986,E,56.51476833,0.056643333
170919,142158,13.33,81.55,0.25,0,0.5,5630.9241,N,3.4793,E,56.51540167,0.057988333
170919,142237,13.33,81.2,0.25,0.25,0.25,5630.962,N,3.5633,E,56.51603333,0.059388333
170919,142316,13.3,81.53,0.25,0,0.25,5630.9967,N,3.6443,E,56.51661167,0.060738333
170919,142356,13.3,81.58,1,0.5,2.25,5631.0301,N,3.7225,E,56.51716833,0.062041667
170919,142434,13.33,82.18,0.75,0.75,0.75,5631.063,N,3.7953,E,56.51771667,0.063255
170919,142513,13.35,81.55,1.25,1,1.25,5631.0935,N,3.8734,E,56.518225,0.064556667
170919,142551,13.3,80.95,0.25,0.25,0.75,5631.1257,N,3.9547,E,56.51876167,0.065911667
170919,142630,13.28,80.85,0.25,0,1.25,5631.1565,N,4.0358,E,56.519275,0.067263333
170919,142709,13.27,81.4,0.5,0.5,1,5631.1887,N,4.1117,E,56.51981167,0.068528333
170919,142748,13.22,81.5,0.25,0,0.5,5631.2202,N,4.1869,E,56.52033667,0.069781667
170919,142826,13.27,82.2,1.75,2,2.25,5631.2437,N,4.2557,E,56.52072833,0.070928333
170919,142905,13.3,82.1,0.25,0,2.25,5631.2706,N,4.3223,E,56.52117667,0.072038333
170919,142944,13.28,80.9,0.25,0.25,0.75,5631.3003,N,4.3964,E,56.52167167,0.073273333
170919,143023,13.3,80.85,0.5,0,0.5,5631.3313,N,4.4801,E,56.52218833,0.074668333
170919,143102,13.2,80.83,0.5,0.25,0.25,5631.366,N,4.5635,E,56.52276667,0.076058333
170919,143141,13.13,80.93,1,0.25,0.25,5631.3971,N,4.6391,E,56.523285,0.077318333
170919,143221,13.15,81.68,0.75,0,0,5631.4287,N,4.716,E,56.52381167,0.0786
170919,143259,13.25,81.68,0,0,0.5,5631.4575,N,4.7906,E,56.52429167,0.079843333
170919,143338,13.23,81.72,0.5,0,0,5631.4847,N,4.8576,E,56.524745,0.08096
170919,143417,13.15,81.95,0.25,0,0.25,5631.512,N,4.9198,E,56.5252,0.081996667
170919,143457,13.18,81.97,0.25,0,0,5631.5371,N,4.9819,E,56.52561833,0.083031667
170919,143534,13.27,82.32,0,0,0,5631.5613,N,5.0446,E,56.52602167,0.084076667
170919,143613,13.3,83.03,0,0,0.5,5631.5851,N,5.1105,E,56.52641833,0.085175
170919,143652,13.23,81.5,0.25,0,0,5631.6092,N,5.1761,E,56.52682,0.086268333
170919,143731,13.22,81.57,0,0,0,5631.6367,N,5.2436,E,56.52727833,0.087393333
170919,143810,13.2,81.5,0,0,0,5631.6629,N,5.3109,E,56.527715,0.088515
170919,143849,13.2,80.38,0,0,0.75,5631.6919,N,5.3797,E,56.52819833,0.089661667
170919,143928,13.25,80.53,0,0,0,5631.7222,N,5.4483,E,56.52870333,0.090805
170919,144008,13.2,80.5,1,0,1,5631.7486,N,5.5134,E,56.52914333,0.09189
170919,144047,13.25,80.95,0.75,0.25,0.25,5631.7731,N,5.5757,E,56.52955167,0.092928333
170919,144126,13.25,81.35,0,0,0,5631.7961,N,5.6382,E,56.529935,0.09397
170919,144205,13.28,80.9,0.5,0,1.25,5631.8213,N,5.697,E,56.530355,0.09495
170919,144244,13.08,81.05,0,0,0,5631.8476,N,5.7561,E,56.53079333,0.095935
170919,144322,13.08,81.4,0.25,0,0,5631.8754,N,5.8218,E,56.53125667,0.09703
170919,144400,13.02,81.47,0.25,0,0,5631.9012,N,5.8871,E,56.53168667,0.098118333
170919,144439,13.08,81.85,0.25,0,0,5631.9262,N,5.9452,E,56.53210333,0.099086667
170919,144518,13,82.05,0.25,0,0.5,5631.9535,N,6.0165,E,56.53255833,0.100275
170919,144557,13,81.82,0.25,0,1,5631.9798,N,6.0781,E,56.53299667,0.101301667
170919,144636,13.1,82,0.25,0,1,5632.0075,N,6.1437,E,56.53345833,0.102395
170919,144714,13.18,82.5,0.75,0,0.5,5632.0344,N,6.2074,E,56.53390667,0.103456667
170919,144753,13.25,82.05,0,0,0,5632.0621,N,6.2698,E,56.53436833,0.104496667
170919,144832,13.2,80.78,0,0,0.25,5632.088,N,6.3378,E,56.5348,0.10563
170919,144911,13.18,80.8,0.5,0,0.25,5632.1142,N,6.4,E,56.53523667,0.106666667
170919,144950,13.15,81.3,0,0,0,5632.1439,N,6.4654,E,56.53573167,0.107756667
170919,145028,13.1,81.18,1,0.5,0.5,5632.173,N,6.5325,E,56.53621667,0.108875
170919,145107,13.05,81.75,0.25,0,0,5632.198,N,6.5946,E,56.53663333,0.10991
170919,145146,13.15,81.7,0,0,0.75,5632.2162,N,6.6453,E,56.53693667,0.110755
170919,145226,13.23,81.75,0,0,1,5632.2345,N,6.6908,E,56.53724167,0.111513333
170919,145304,13.27,82.22,0,0,0.25,5632.2529,N,6.737,E,56.53754833,0.112283333
170919,145343,13.25,83.18,0.25,0,1,5632.2752,N,6.7911,E,56.53792,0.113185
170919,145422,13.33,83.03,1.25,0.25,0.5,5632.2969,N,6.8475,E,56.53828167,0.114125
170919,145502,13.4,82.3,0.5,0,2.5,5632.32,N,6.906,E,56.53866667,0.1151
170919,145541,13.38,81.72,0.5,0,0,5632.3453,N,6.9703,E,56.53908833,0.116171667
170919,145619,13.4,81.6,0,0,0,5632.3704,N,7.0316,E,56.53950667,0.117193333
170919,145658,13.35,81.03,0,0,0.75,5632.3997,N,7.102,E,56.539995,0.118366667
170919,145736,13.32,80.7,0.5,0,2.25,5632.4288,N,7.1757,E,56.54048,0.119595
170919,145815,13.28,81.43,1,0.25,0.5,5632.4582,N,7.2532,E,56.54097,0.120886667
170919,145855,13.13,81.08,0.5,0,0,5632.4927,N,7.3325,E,56.541545,0.122208333
170919,145933,13.1,80.75,0.75,0,0.5,5632.5214,N,7.3992,E,56.54202333,0.12332
170919,150011,13.27,80.88,0.5,0.25,0.5,5632.5508,N,7.472,E,56.54251333,0.124533333
170919,150050,13.32,81.43,0,0,0.5,5632.5825,N,7.5443,E,56.54304167,0.125738333
170919,150129,13.38,81.78,1,0.75,1.25,5632.6125,N,7.6151,E,56.54354167,0.126918333
170919,150208,13.38,81.65,0.5,0,0.5,5632.6394,N,7.6813,E,56.54399,0.128021667
170919,150247,13.25,81.83,0.25,0,1.5,5632.6669,N,7.7461,E,56.54444833,0.129101667
170919,150325,13.23,81.35,0,0,0,5632.6961,N,7.8132,E,56.544935,0.13022
170919,150403,13.27,81.05,0,0,0,5632.7227,N,7.8751,E,56.54537833,0.131251667
170919,150442,13.38,81.35,0,0,0.25,5632.7492,N,7.9425,E,56.54582,0.132375
170919,150521,13.4,81.38,0.25,0.25,1,5632.7757,N,8.013,E,56.54626167,0.13355
170919,150600,13.28,81.28,0,0,0.25,5632.8045,N,8.0829,E,56.54674167,0.134715
170919,150639,13.13,81.03,0.25,0.25,0.5,5632.8337,N,8.1425,E,56.54722833,0.135708333
170919,150718,13.2,81.45,0.25,0,1.5,5632.8631,N,8.206,E,56.54771833,0.136766667
170919,150757,13.25,81.38,0,0,0.25,5632.8875,N,8.2643,E,56.548125,0.137738333
170919,150836,13.3,81.7,0.5,0.25,0.5,5632.9084,N,8.3234,E,56.54847333,0.138723333
170919,150915,13.25,81.18,0.5,0,0.5,5632.9306,N,8.3792,E,56.54884333,0.139653333
170919,150955,13.33,81.7,0,0,0.5,5632.9515,N,8.4323,E,56.54919167,0.140538333
170919,151033,13.3,80.2,0,0,0,5632.9737,N,8.4817,E,56.54956167,0.141361667
170919,151112,13.38,79.4,0.5,0.25,0.25,5632.9963,N,8.533,E,56.54993833,0.142216667
170919,151151,13.43,79.38,0,0,0,5633.0203,N,8.5915,E,56.55033833,0.143191667
170919,151230,13.4,79.13,0,0,0,5633.0449,N,8.658,E,56.55074833,0.1443
170919,151309,13.4,79.08,1,0.25,0.25,5633.068,N,8.7182,E,56.55113333,0.145303333
170919,151347,13.32,80.4,0,0,0.5,5633.0911,N,8.7762,E,56.55151833,0.14627
170919,151426,13.2,80.68,0.75,0.5,2,5633.1127,N,8.8272,E,56.55187833,0.14712
170919,151504,13.27,80.3,0,0,0.75,5633.1316,N,8.8693,E,56.55219333,0.147821667
170919,151544,13.33,81.1,0.25,0,0.25,5633.1508,N,8.9173,E,56.55251333,0.148621667
170919,151621,13.4,81.03,0,0.25,1.25,5633.1693,N,8.9677,E,56.55282167,0.149461667
170919,151700,13.4,80.03,0,0,0.25,5633.1883,N,9.0242,E,56.55313833,0.150403333
170919,151740,13.32,80.57,1,0,0,5633.2116,N,9.0807,E,56.55352667,0.151345
170919,151819,13.23,80.83,0.5,0,0.25,5633.2374,N,9.1407,E,56.55395667,0.152345
170919,151858,13.27,80.18,0.75,0.5,1,5633.2646,N,9.1998,E,56.55441,0.15333
170919,151937,13.38,80.65,0.75,0.25,1.25,5633.2874,N,9.2547,E,56.55479,0.154245
170919,152016,13.4,80.43,1,0.25,0.25,5633.3124,N,9.3165,E,56.55520667,0.155275
170919,152056,13.35,81.15,0.25,0,0,5633.3361,N,9.3798,E,56.55560167,0.15633
170919,152134,13.2,81.23,0.25,0,0,5633.363,N,9.4465,E,56.55605,0.157441667
170919,152213,13.1,81.4,0,0,0.5,5633.3903,N,9.5068,E,56.556505,0.158446667
170919,152251,13.05,80.3,0,0,0.75,5633.4152,N,9.566,E,56.55692,0.159433333
170919,152331,12.93,81.28,0,0,0.5,5633.441,N,9.6263,E,56.55735,0.160438333
170919,152409,12.9,81.57,0,0,0.25,5633.4675,N,9.686,E,56.55779167,0.161433333
170919,152449,12.93,81.53,0.25,0,0,5633.4938,N,9.7446,E,56.55823,0.16241
170919,152528,12.95,82.08,0,0,0,5633.5195,N,9.8076,E,56.55865833,0.16346
170919,152607,12.98,81.68,0.25,0,0,5633.5463,N,9.8766,E,56.559105,0.16461
170919,152646,12.95,81.38,0,0,0,5633.5723,N,9.9324,E,56.55953833,0.16554
170919,152725,12.95,82.1,0.25,0,0,5633.6005,N,9.9938,E,56.56000833,0.166563333
170919,152803,13,81.65,0.25,0,0,5633.6243,N,10.0511,E,56.560405,0.167518333
170919,152842,13.02,81.75,0,0,0,5633.6507,N,10.1165,E,56.560845,0.168608333
170919,152918,13.1,81.63,0,0,0,5633.6741,N,10.1744,E,56.561235,0.169573333
170919,152958,13.05,81.32,0,0,0,5633.6939,N,10.2223,E,56.561565,0.170371667
170919,153037,13.13,81.63,0.75,0,0,5633.7148,N,10.2724,E,56.56191333,0.171206667
170919,153115,13.15,82.22,0,0,0,5633.7372,N,10.3217,E,56.56228667,0.172028333
170919,153154,13.18,82.25,0.5,0,0.5,5633.7584,N,10.3758,E,56.56264,0.17293
170919,153234,13.18,82.23,0,0,0,5633.778,N,10.4275,E,56.56296667,0.173791667
170919,153313,13.13,81.58,0,0,0,5633.8002,N,10.4765,E,56.56333667,0.174608333
170919,153352,13.1,81.47,0.5,0,0,5633.8201,N,10.5193,E,56.56366833,0.175321667
170919,153430,13.2,82.3,0.25,0.25,0.25,5633.8429,N,10.5728,E,56.56404833,0.176213333
170919,153509,13.2,81.5,0,0,0,5633.8638,N,10.629,E,56.56439667,0.17715
170919,153548,13.22,81.48,0,0,0,5633.8879,N,10.6891,E,56.56479833,0.178151667
170919,153627,13.28,81.65,0.25,0,0.75,5633.9093,N,10.7395,E,56.565155,0.178991667
170919,153706,13.3,82.35,0,0,1.25,5633.9319,N,10.79,E,56.56553167,0.179833333
170919,153745,13.27,82.1,0.5,0,0.75,5633.9511,N,10.835,E,56.56585167,0.180583333
170919,153823,13.25,81.65,0.25,0,0,5633.9705,N,10.882,E,56.566175,0.181366667
170919,153902,13.25,81.88,0.25,0,0,5633.9913,N,10.9317,E,56.56652167,0.182195
170919,153940,13.15,81.8,0.25,0,0.25,5634.0126,N,10.981,E,56.56687667,0.183016667
170919,154019,13.15,81.78,0.25,0,0,5634.0334,N,11.0312,E,56.56722333,0.183853333
170919,154057,13.23,81.65,0.25,0,0.25,5634.0517,N,11.0812,E,56.56752833,0.184686667
170919,154135,13.02,80.83,0,0,2.75,5634.0758,N,11.1375,E,56.56793,0.185625
170919,154214,12.98,81.35,0.25,0,1.75,5634.1007,N,11.1843,E,56.568345,0.186405
170919,154252,12.9,81.8,0.25,0,0.5,5634.1254,N,11.2289,E,56.56875667,0.187148333
170919,154331,12.9,82.98,0,0,0.25,5634.1513,N,11.2854,E,56.56918833,0.18809
170919,154409,12.9,82.35,0,0,0,5634.173,N,11.3375,E,56.56955,0.188958333
170919,154449,12.98,82.65,0,0,0.25,5634.1965,N,11.399,E,56.56994167,0.189983333
170919,154528,13,82.65,0,0,0,5634.221,N,11.4555,E,56.57035,0.190925
170919,154607,13,81.35,0.25,0,0,5634.2472,N,11.4998,E,56.57078667,0.191663333
170919,154646,13.05,82.8,0,0,0,5634.2736,N,11.5436,E,56.57122667,0.192393333
170919,154725,12.95,81.97,0,0,0.5,5634.2999,N,11.5891,E,56.571665,0.193151667
170919,154804,13.08,82.73,0,0,0,5634.3222,N,11.6337,E,56.57203667,0.193895
170919,154842,13.18,81.73,0,0,2,5634.3429,N,11.6792,E,56.57238167,0.194653333
170919,154921,13.18,81.28,0.5,0.25,0.75,5634.363,N,11.725,E,56.57271667,0.195416667
170919,154959,13.02,80.43,0.25,0,0,5634.3856,N,11.7718,E,56.57309333,0.196196667
170919,155039,13.13,81.72,0,0,0,5634.4093,N,11.8196,E,56.57348833,0.196993333
170919,155117,12.93,80.95,0.5,0,0.75,5634.434,N,11.8674,E,56.5739,0.19779
170919,155157,12.95,81.68,0.25,0,0,5634.4577,N,11.9189,E,56.574295,0.198648333
170919,155234,13.13,82.53,0,0,1,5634.4799,N,11.9708,E,56.574665,0.199513333
170919,155314,13.17,82.53,0,0,2.75,5634.505,N,12.0244,E,56.57508333,0.200406667
170919,155352,13.22,81.63,0.25,0,0,5634.5298,N,12.077,E,56.57549667,0.201283333
170919,155430,13.17,82.73,0.25,0,0.5,5634.5549,N,12.1246,E,56.575915,0.202076667
170919,155510,13.05,81.95,0.25,0,0,5634.5813,N,12.1745,E,56.576355,0.202908333
170919,155548,13,81.53,0,0,0.5,5634.6067,N,12.224,E,56.57677833,0.203733333
170919,155627,13,82.28,0.25,0,0,5634.6319,N,12.2785,E,56.57719833,0.204641667
170919,155705,13.1,81.9,0.25,0,0,5634.6583,N,12.3376,E,56.57763833,0.205626667
170919,155743,13.1,82.48,0.25,0,0,5634.684,N,12.3951,E,56.57806667,0.206585
170919,155822,13.13,81.8,0.5,0,0.75,5634.7116,N,12.4525,E,56.57852667,0.207541667
170919,155902,13.15,82.08,0.75,0,0.5,5634.7371,N,12.5096,E,56.57895167,0.208493333
170919,155940,13.18,82.25,0.25,0,0,5634.7643,N,12.5699,E,56.579405,0.209498333
170919,160019,13.2,81.18,0.75,0,0.25,5634.791,N,12.6308,E,56.57985,0.210513333
170919,160057,13.18,81.58,0.25,0.25,1,5634.8171,N,12.6861,E,56.580285,0.211435
170919,160134,13.2,80.25,0.25,0,0,5634.8432,N,12.7452,E,56.58072,0.21242
170919,160215,13.13,80.33,0,0,0,5634.8726,N,12.8064,E,56.58121,0.21344
170919,160253,13.13,80.98,0,0,0,5634.8999,N,12.8669,E,56.581665,0.214448333
170919,160332,13.1,81.18,0.25,0,0,5634.9267,N,12.9256,E,56.58211167,0.215426667
170919,160411,13.13,81.28,0,0,0,5634.951,N,12.9815,E,56.58251667,0.216358333
170919,160450,13.1,81.55,0,0,0.5,5634.9742,N,13.0318,E,56.58290333,0.217196667
170919,160528,13.15,82.13,0.5,0,0,5634.9998,N,13.0863,E,56.58333,0.218105
170919,160609,13.27,82.53,0.5,0.25,1.5,5635.026,N,13.1441,E,56.58376667,0.219068333
170919,160647,13.27,81.93,0.5,0,1,5635.051,N,13.1983,E,56.58418333,0.219971667
170919,160726,13.25,81.77,0,0,0,5635.0766,N,13.2531,E,56.58461,0.220885
170919,160805,13.2,81.08,0.75,0,0.5,5635.1032,N,13.3123,E,56.58505333,0.221871667
170919,160844,13.2,81.18,0.75,0,1.25,5635.1315,N,13.3724,E,56.585525,0.222873333
170919,160923,13.2,81.78,0.5,0,0.25,5635.1609,N,13.4372,E,56.586015,0.223953333
170919,161002,13.17,82.45,0,0,0,5635.1915,N,13.5052,E,56.586525,0.225086667
170919,161041,13.15,80.55,0,0,0.5,5635.2216,N,13.5713,E,56.58702667,0.226188333
170919,161119,13.15,81.2,0.5,0.25,0.25,5635.2572,N,13.6483,E,56.58762,0.227471667
